1573	1666
1582	1673
1594	1685
1600	1688
1610	1696
1620	1703
1626	1714
1634	1720
1643	1727
1652	1737
1663	1738
1671	1747
1677	1755
1684	1763
1691	1770
1700	1776
1712	1779
1716	1786
1722	1793
1732	1801
1739	1807
1751	1814
1764	2130
1767	2447
1776	2775
1783	3110
1792	3440
1801	3779
1810	3864
1816	3851
1823	3836
1838	3833
1837	3816
1855	3809
1860	3797
1868	3786
1875	3774
1971	3763
2345	3753
2733	3745
3115	3730
3498	3720
3863	3707
3940	3695
3929	3686
3921	3679
3907	3669
3894	3657
3881	3649
3868	3636
3865	3629
3849	3617
3839	3613
3827	3601
3814	3593
3805	3583
3796	3573
3784	3563
3775	3556
3762	3548
3750	3539
3744	3529
3736	3522
3721	3507
3712	3504
3700	3498
3698	3172
3690	2190
3679	1518
3664	1522
3658	1538
3645	1551
3641	1561
3626	1559
3619	1578
3611	1586
3601	1591
3596	1605
3588	1616
3016	1625
2466	1633
1982	1644
1557	1649
1562	1657
1579	1669
1582	1676
1599	1688
1603	1692
1610	1700
1617	1703
1629	1713
1634	1719
1646	1729
1655	1737
1663	1740
1670	1747
1679	1752
1685	1761
1693	1768
1702	1776
1712	1783
1730	1796
1735	1794
1743	1800
1753	1806
1760	1819
1770	2034
1781	2337
1785	2650
1796	2966
1804	3291
1809	3618
1822	3883
1829	3869
1836	3860
1844	3847
1850	3833
1859	3824
1873	3815
1877	3803
1884	3790
1892	3782
2112	3768
2511	3755
2918	3747
3319	3736
3729	3724
3946	3715
3936	3704
3932	3692
3923	3680
3911	3672
3900	3662
3889	3655
3878	3644
3871	3632
3856	3618
3842	3610
3838	3605
3824	3597
3811	3587
3804	3577
3789	3566
3781	3557
3768	3549
3759	3544
3747	3534
3743	3527
3726	3512
3719	3508
3707	3121
3698	2141
3695	1524
3688	1535
3674	1543
3663	1553
3651	1559
3643	1569
3638	1581
3627	1591
3618	1601
3607	1609
3569	1616
3006	1623
2486	1635
2024	1648
1623	1654
1565	1663
1574	1672
1587	1678
1600	1686
1604	1693
1619	1705
1621	1714
1624	1726
1646	1721
1649	1732
1651	1730
1663	1743
1672	1756
1685	1760
1698	1768
1709	1774
1718	1783
1722	1785
1735	1796
1746	1803
1756	1814
1765	1823
1777	1833
1792	1998
1796	2286
1801	2582
1808	2887
1817	3199
1823	3517
1835	3845
1843	3886
1848	3872
1857	3863
1863	3856
1871	3841
1881	3831
1887	3816
1895	3803
1903	3795
1934	3787
2336	3774
2764	3763
3196	3750
3635	3735
3952	3724
3940	3720
3934	3707
3927	3697
3913	3684
3905	3676
3895	3664
3884	3655
3880	3649
3875	3639
3864	3630
3850	3619
3840	3607
3825	3597
3819	3591
3811	3582
3796	3572
3785	3564
3774	3555
3763	3543
3759	3538
3744	3530
3735	3521
3728	2908
3716	1942
3711	1529
3701	1537
3689	1548
3678	1559
3669	1568
3656	1579
3648	1586
3643	1595
3630	1602
3622	1614
3469	1623
2913	1631
2427	1644
1998	1647
1631	1663
1570	1667
1577	1678
1587	1684
1603	1695
1611	1703
1617	1706
1626	1714
1634	1722
1643	1729
1661	1739
1671	1747
1681	1750
1689	1756
1698	1764
1711	1775
1723	1785
1733	1798
1741	1803
1747	1809
1761	1819
1765	1816
1780	1838
1794	1849
1796	2012
1803	2294
1812	2579
1823	2877
1831	3183
1839	3498
1845	3817
1849	3900
1868	3896
1870	3874
1877	3863
1882	3856
1891	3843
1899	3833
1914	3822
1912	3805
1923	3797
2250	3784
2686	3776
3141	3760
3617	3752
3956	3736
3943	3732
3936	3717
3922	3708
3916	3699
3912	3689
3899	3679
3891	3666
3881	3656
3871	3650
3864	3639
3857	3630
3848	3620
3841	3609
3831	3600
3821	3592
3813	3584
3800	3573
3789	3566
3779	3557
3766	3544
3760	3538
3748	3434
3739	2441
3733	1535
3719	1536
3712	1544
3705	1556
3697	1575
3681	1577
3670	1586
3657	1591
3652	1606
3645	1610
3632	1617
3276	1630
2766	1641
2321	1651
1943	1658
1605	1666
1574	1675
1584	1684
1592	1694
1608	1700
1617	1705
1630	1714
1643	1726
1648	1729
1661	1738
1677	1749
1687	1759
1694	1765
1704	1774
1713	1779
1726	1792
1738	1802
1748	1812
1758	1820
1764	1826
1771	1832
1785	1841
1797	1851
1804	1861
1808	2077
1818	2355
1824	2640
1839	2936
1846	3239
1849	3557
1856	3872
1863	3913
1870	3900
1884	3887
1889	3876
1896	3865
1898	3855
1908	3841
1921	3831
1930	3818
1934	3806
2305	3793
2751	3786
3226	3772
3722	3761
3954	3749
3942	3736
3934	3728
3924	3719
3912	3709
3906	3699
3897	3688
3889	3677
3880	3664
3870	3656
3857	3651
3856	3638
3844	3627
3838	3616
3827	3600
3821	3599
3817	3593
3815	3591
3798	3573
3788	3566
3774	3553
3765	3545
3757	2751
3752	1819
3739	1537
3730	1549
3720	1558
3708	1563
3701	1574
3690	1586
3676	1595
3669	1604
3658	1613
3651	1619
3531	1628
3016	1640
2570	1651
2177	1659
1844	1668
1573	1679
1587	1681
1598	1690
1609	1701
1621	1708
