3099	3262
3011	3205
3056	3224
3048	3225
3086	3237
3125	3247
3016	3225
3086	3238
3113	3240
3121	3238
3235	3224
3125	3242
3133	3242
3150	3229
3131	3235
3124	3198
3181	3209
3230	3174
3197	3194
3174	3230
3220	3156
3173	3208
3126	3210
3145	3268
3235	3106
3258	3067
3233	3094
3207	3175
3196	3150
3197	3149
3194	3145
3201	3076
3203	3077
3174	3243
3209	3093
3188	3153
3193	3089
3181	3069
3189	3142
3183	3099
3179	3103
3189	3129
3169	3076
3169	3091
3183	3111
3194	3122
3156	3055
3177	3093
3132	3039
3161	3079
3219	3135
3154	3069
3180	3098
3198	3098
3169	3080
3199	3094
3160	3059
3162	3063
3167	3054
3122	3037
3151	3047
3292	3078
3235	3057
3132	3033
3131	3035
3051	3034
3130	3038
3126	3035
3142	3031
3163	3027
3122	3036
3113	3034
3188	3003
3119	3022
3159	2984
3040	3065
3087	3022
3011	3084
3070	3027
3082	3016
3085	3004
3064	3019
3081	2985
3059	3003
3032	3016
3021	3040
2976	3185
3025	3006
3015	2960
2998	3111
2993	3197
3003	3224
2989	3082
2992	3131
2986	3110
3118	2944
3012	3042
3101	2933
3006	3045
2969	3095
2968	3099
3051	2994
3083	2908
3006	3071
3051	2894
2978	3084
2979	3119
2973	3168
2982	3148
2994	3254
2991	3155
3003	3164
2992	3088
3040	3247
3043	3219
3015	3141
3069	3237
3051	3192
3065	3207
3008	3114
3066	3185
3089	3204
3077	3192
3069	3183
3123	3220
3047	3154
3046	3154
3169	3224
3107	3186
3109	3180
3161	3201
3078	3168
3025	3153
2988	3151
3126	3195
3092	3179
3148	3192
3126	3191
3129	3190
3122	3191
3035	3198
3153	3186
3138	3199
3113	3207
3118	3203
3079	3219
3106	3229
3095	3239
3218	3164
3184	3202
3144	3223
3207	3170
3167	3230
3195	3204
3186	3208
3174	3234
3235	3132
3260	3080
3183	3271
3192	3257
3192	3303
3237	3181
3236	3199
3248	3182
3253	3116
3252	3115
3237	3015
3249	3102
3241	3095
3246	3099
3222	3040
3322	3234
3243	3073
3299	3136
3226	3014
3175	2987
3281	3067
3231	3021
3134	2953
3295	3063
3262	3036
3270	3032
